=========CG using MATLAB default precision=====
====DATA = ../graphs/se_1/
====error given as ||Ax - b||_2^2 and ||x - xbar||_A^2
i=566, err2=6.66068e+07, errA = 1279.11
i=567, err2=1.77366e+08, errA = 1277.94
i=568, err2=1.84911e+08, errA = 1277.19
i=569, err2=5.04882e+07, errA = 1276.45
i=570, err2=1.81869e+08, errA = 1275.53
i=571, err2=1.69968e+08, errA = 1274.14
i=572, err2=2.11779e+08, errA = 1272.51
i=573, err2=1.24838e+08, errA = 1270.91
i=574, err2=1.59588e+08, errA = 1270.49
i=575, err2=2.59043e+08, errA = 1268.48
i=576, err2=2.01175e+09, errA = 1263.02
i=577, err2=3.01215e+09, errA = 1243.11
i=578, err2=6.5648e+08, errA = 1230.33
i=579, err2=7.10281e+07, errA = 1229.26
i=580, err2=3.38878e+07, errA = 1228.82
i=581, err2=1.82769e+08, errA = 1227.64
i=582, err2=4.3567e+08, errA = 1225.97
i=583, err2=3.90746e+07, errA = 1221.21
i=584, err2=1.82263e+08, errA = 1220.8
i=585, err2=1.58548e+08, errA = 1219.35
i=586, err2=1.95818e+08, errA = 1218.08
i=587, err2=2.08453e+09, errA = 1192.69
i=588, err2=1.11269e+09, errA = 1187.42
i=589, err2=3.42902e+08, errA = 1181.55
i=590, err2=1.99231e+08, errA = 1180.47
i=591, err2=8.89987e+07, errA = 1179.48
i=592, err2=1.63062e+08, errA = 1177.86
i=593, err2=1.06076e+09, errA = 1175.42
i=594, err2=1.19926e+09, errA = 1164.88
i=595, err2=1.51912e+09, errA = 1159.76
i=596, err2=5.80986e+08, errA = 1147.95
i=597, err2=1.42768e+08, errA = 1146.54
i=598, err2=1.07085e+08, errA = 1145.27
i=599, err2=5.2395e+07, errA = 1144.91
i=600, err2=1.76612e+08, errA = 1144.44
i=601, err2=1.04453e+09, errA = 1141.25
i=602, err2=3.8211e+07, errA = 1138.37
i=603, err2=3.84406e+08, errA = 1136.91
i=604, err2=7.08632e+08, errA = 1133.91
i=605, err2=2.45049e+08, errA = 1131.95
i=606, err2=9.53886e+07, errA = 1130.55
i=607, err2=9.40654e+08, errA = 1127.88
i=608, err2=1.23985e+09, errA = 1111.97
i=609, err2=1.51227e+09, errA = 1096.4
i=610, err2=1.03507e+08, errA = 1090.66
i=611, err2=9.35887e+07, errA = 1089.94
i=612, err2=2.68439e+07, errA = 1089.55
i=613, err2=1.63917e+08, errA = 1089.16
i=614, err2=1.6962e+08, errA = 1086.69
i=615, err2=8.91909e+07, errA = 1085.91
i=616, err2=4.6282e+07, errA = 1085.66
i=617, err2=1.0408e+08, errA = 1085.13
i=618, err2=2.02136e+08, errA = 1084.59
i=619, err2=1.55591e+08, errA = 1082.66
i=620, err2=1.14007e+08, errA = 1079.65
i=621, err2=1.21102e+09, errA = 1075.08
i=622, err2=2.54635e+08, errA = 1071.93
i=623, err2=1.39385e+09, errA = 1065.92
i=624, err2=1.41707e+09, errA = 1055.13
i=625, err2=7.46797e+08, errA = 1050.64
i=626, err2=7.04169e+08, errA = 1047.8
i=627, err2=4.47817e+08, errA = 1040.57
i=628, err2=2.4715e+08, errA = 1038.41
i=629, err2=3.59827e+08, errA = 1037.27
i=630, err2=5.44693e+08, errA = 1032.28
i=631, err2=5.56431e+07, errA = 1031.34
i=632, err2=1.44444e+08, errA = 1030.31
i=633, err2=2.57859e+08, errA = 1029.24
i=634, err2=4.6116e+07, errA = 1028.09
i=635, err2=2.56412e+07, errA = 1027.82
i=636, err2=5.38237e+07, errA = 1027.65
i=637, err2=1.06034e+08, errA = 1027.1
i=638, err2=1.0265e+08, errA = 1025.58
i=639, err2=1.91302e+09, errA = 1018.46
i=640, err2=5.18436e+08, errA = 1009.76
i=641, err2=1.13579e+09, errA = 998.717
i=642, err2=4.37022e+08, errA = 990.334
i=643, err2=2.79998e+08, errA = 989.094
i=644, err2=1.49963e+08, errA = 987.921
i=645, err2=3.12745e+08, errA = 985.369
i=646, err2=9.8478e+08, errA = 982.084
i=647, err2=3.14684e+08, errA = 977.85
i=648, err2=1.81819e+08, errA = 976.69
i=649, err2=6.77212e+07, errA = 974.661
i=650, err2=1.16426e+08, errA = 974.334
i=651, err2=9.06478e+07, errA = 973.617
i=652, err2=5.24246e+07, errA = 973.19
i=653, err2=3.15565e+07, errA = 973.017
i=654, err2=6.05437e+07, errA = 972.84
i=655, err2=1.56396e+08, errA = 971.92
i=656, err2=1.4312e+08, errA = 971.174
i=657, err2=4.1304e+08, errA = 968.963
i=658, err2=2.65819e+08, errA = 966.273
i=659, err2=1.77773e+09, errA = 961.574
i=660, err2=4.57608e+08, errA = 956.008
i=661, err2=3.38117e+08, errA = 951.322
i=662, err2=2.20741e+08, errA = 949.509
i=663, err2=2.22255e+08, errA = 942.205
i=664, err2=7.50153e+08, errA = 939.007
i=665, err2=7.65106e+08, errA = 933.931
i=666, err2=4.21678e+08, errA = 931.019
i=667, err2=1.0928e+07, errA = 928.107
i=668, err2=4.22784e+07, errA = 928.011
i=669, err2=1.17222e+08, errA = 926.963
i=670, err2=5.11876e+08, errA = 925.527
i=671, err2=5.41379e+08, errA = 920.912
i=672, err2=1.98912e+08, errA = 919.36
i=673, err2=1.40751e+08, errA = 918.577
i=674, err2=2.1098e+08, errA = 917.822
i=675, err2=3.30744e+08, errA = 915.346
i=676, err2=1.55868e+08, errA = 910.12
i=677, err2=4.20731e+08, errA = 908.687
i=678, err2=2.75996e+08, errA = 907.219
i=679, err2=4.85046e+08, errA = 903.46
i=680, err2=9.2709e+07, errA = 902.468
i=681, err2=2.18002e+08, errA = 900.581
i=682, err2=3.32112e+07, errA = 900.149
i=683, err2=5.60791e+07, errA = 899.738
i=684, err2=3.55905e+07, errA = 899.249
i=685, err2=2.11555e+07, errA = 898.622
i=686, err2=5.51288e+07, errA = 898.445
i=687, err2=8.96962e+07, errA = 897.687
i=688, err2=4.58044e+07, errA = 897.108
i=689, err2=5.5437e+07, errA = 896.84
i=690, err2=1.00333e+08, errA = 896.051
i=691, err2=1.24115e+08, errA = 895.574
i=692, err2=2.64193e+08, errA = 894.593
i=693, err2=4.89734e+08, errA = 893.232
i=694, err2=3.5733e+08, errA = 881.408
i=695, err2=1.9671e+08, errA = 879.686
i=696, err2=1.51479e+09, errA = 875.212
i=697, err2=2.93452e+08, errA = 850.984
i=698, err2=3.96477e+08, errA = 848.97
i=699, err2=6.89147e+07, errA = 848.071
i=700, err2=1.58242e+08, errA = 847.358
i=701, err2=2.2949e+08, errA = 846.535
i=702, err2=2.78398e+08, errA = 843.012
i=703, err2=4.71739e+08, errA = 841.001
i=704, err2=1.44222e+08, errA = 839.718
i=705, err2=2.41322e+07, errA = 839.154
i=706, err2=1.16068e+08, errA = 838.849
i=707, err2=1.32489e+08, errA = 837.997
i=708, err2=4.70331e+07, errA = 837.479
i=709, err2=5.73642e+07, errA = 837.285
i=710, err2=7.77223e+07, errA = 836.657
i=711, err2=6.65225e+07, errA = 836.042
i=712, err2=8.40739e+07, errA = 835.737
i=713, err2=1.13499e+08, errA = 834.41
i=714, err2=9.82417e+07, errA = 833.97
i=715, err2=4.46245e+07, errA = 833.466
i=716, err2=3.17132e+07, errA = 833.244
i=717, err2=1.26782e+08, errA = 832.644
i=718, err2=2.85604e+08, errA = 831.43
i=719, err2=5.38879e+08, errA = 821.929
i=720, err2=7.49581e+07, errA = 818.598
i=721, err2=1.59288e+08, errA = 818.07
i=722, err2=3.21245e+08, errA = 817.103
i=723, err2=1.07148e+08, errA = 815.503
i=724, err2=1.55239e+07, errA = 813.436
i=725, err2=3.18331e+07, errA = 813.344
i=726, err2=1.09881e+08, errA = 811.32
i=727, err2=1.01959e+08, errA = 810.995
i=728, err2=1.30946e+08, errA = 810.029
i=729, err2=3.34342e+07, errA = 809.651
i=730, err2=3.09579e+07, errA = 809.461
i=731, err2=3.47209e+08, errA = 808.778
i=732, err2=1.79086e+08, errA = 806.623
i=733, err2=5.62554e+07, errA = 806.019
i=734, err2=2.07199e+07, errA = 805.572
i=735, err2=1.19981e+09, errA = 800.809
i=736, err2=1.87188e+08, errA = 797.892
i=737, err2=9.48683e+08, errA = 794.205
i=738, err2=3.35615e+08, errA = 789.757
i=739, err2=3.32027e+08, errA = 788.318
i=740, err2=2.65697e+08, errA = 785.825
i=741, err2=6.99779e+08, errA = 782.79
i=742, err2=3.96807e+08, errA = 780.072
i=743, err2=1.13754e+08, errA = 778.117
i=744, err2=3.88389e+07, errA = 777.375
i=745, err2=4.55226e+07, errA = 777.205
i=746, err2=2.25384e+07, errA = 776.903
i=747, err2=2.5883e+08, errA = 775.375
i=748, err2=3.98333e+08, errA = 774.086
i=749, err2=1.7603e+08, errA = 772.376
i=750, err2=8.54691e+07, errA = 771.74
i=751, err2=2.09275e+07, errA = 771.441
i=752, err2=3.59815e+07, errA = 771.046
i=753, err2=1.35719e+07, errA = 770.806
i=754, err2=1.13027e+08, errA = 770.316
i=755, err2=8.09608e+07, errA = 769.866
i=756, err2=1.40707e+08, errA = 769.461
i=757, err2=4.44245e+07, errA = 768.248
i=758, err2=8.67167e+07, errA = 767.64
i=759, err2=1.05775e+08, errA = 767.299
i=760, err2=1.41412e+08, errA = 766.594
i=761, err2=1.71497e+08, errA = 765.169
i=762, err2=5.2512e+08, errA = 760.613
i=763, err2=4.23891e+08, errA = 757.479
i=764, err2=9.68255e+07, errA = 755.905
i=765, err2=6.06151e+07, errA = 755.433
i=766, err2=3.03266e+08, errA = 754.471
i=767, err2=3.5036e+08, errA = 751.929
i=768, err2=1.64438e+08, errA = 750.68
i=769, err2=1.0619e+08, errA = 750.112
i=770, err2=2.25288e+08, errA = 748.827
i=771, err2=1.61617e+08, errA = 746.328
i=772, err2=4.62799e+08, errA = 745.039
i=773, err2=2.6505e+08, errA = 742.402
i=774, err2=3.46307e+08, errA = 739.926
i=775, err2=3.63749e+08, errA = 737.823
i=776, err2=2.86201e+08, errA = 736.32
i=777, err2=3.40404e+07, errA = 735.611
i=778, err2=6.26412e+07, errA = 735.177
i=779, err2=2.87429e+07, errA = 734.929
i=780, err2=3.33145e+07, errA = 734.791
i=781, err2=3.98557e+07, errA = 734.258
i=782, err2=5.3876e+08, errA = 732.064
i=783, err2=1.63353e+08, errA = 730.375
i=784, err2=1.06072e+09, errA = 726.525
i=785, err2=1.12234e+08, errA = 724.093
i=786, err2=1.88194e+08, errA = 723.108
i=787, err2=2.28992e+08, errA = 721.595
i=788, err2=6.41192e+07, errA = 720.001
i=789, err2=5.05121e+07, errA = 719.837
i=790, err2=3.65832e+08, errA = 718.224
i=791, err2=8.68718e+08, errA = 715.483
i=792, err2=4.7481e+08, errA = 704.671
i=793, err2=2.05033e+07, errA = 702.649
i=794, err2=3.74661e+07, errA = 702.038
i=795, err2=4.49794e+07, errA = 701.199
i=796, err2=3.32192e+07, errA = 701.083
i=797, err2=4.12921e+08, errA = 698.894
i=798, err2=5.02578e+07, errA = 697.439
i=799, err2=1.65256e+08, errA = 696.985
i=800, err2=2.40352e+08, errA = 695.945
i=801, err2=8.92799e+07, errA = 694.973
i=802, err2=3.8283e+07, errA = 694.722
i=803, err2=8.58623e+07, errA = 694.245
i=804, err2=1.78669e+07, errA = 694.018
i=805, err2=3.86438e+07, errA = 693.569
i=806, err2=5.78137e+07, errA = 693.337
i=807, err2=1.05097e+08, errA = 692.611
i=808, err2=4.82767e+07, errA = 691.831
i=809, err2=2.91591e+08, errA = 690.722
i=810, err2=2.42957e+08, errA = 689.684
i=811, err2=1.52427e+08, errA = 688.319
i=812, err2=1.80631e+08, errA = 687.195
i=813, err2=5.20973e+07, errA = 686.493
i=814, err2=2.31221e+07, errA = 686.349
i=815, err2=1.3923e+08, errA = 686.046
i=816, err2=2.64052e+08, errA = 684.804
i=817, err2=2.85756e+08, errA = 682.996
i=818, err2=9.22454e+08, errA = 676.143
i=819, err2=1.78979e+09, errA = 667.419
i=820, err2=1.34276e+08, errA = 662.149
i=821, err2=1.16239e+08, errA = 661.436
i=822, err2=1.60771e+08, errA = 659.332
i=823, err2=3.96981e+07, errA = 656.818
i=824, err2=5.27778e+07, errA = 656.588
i=825, err2=8.10195e+07, errA = 656.334
i=826, err2=1.76304e+08, errA = 654.902
i=827, err2=2.84024e+08, errA = 653.411
i=828, err2=4.35615e+08, errA = 651.92
i=829, err2=1.13163e+08, errA = 650.341
i=830, err2=3.57652e+07, errA = 649.951
i=831, err2=1.94919e+08, errA = 649.323
i=832, err2=6.44898e+08, errA = 646.31
i=833, err2=4.91221e+08, errA = 642.939
i=834, err2=1.13867e+08, errA = 639.886
i=835, err2=1.35084e+08, errA = 639.387
i=836, err2=3.97008e+07, errA = 638.754
i=837, err2=2.15249e+07, errA = 638.303
i=838, err2=1.07796e+08, errA = 638.09
i=839, err2=1.49076e+08, errA = 637.256
i=840, err2=2.91869e+08, errA = 634.141
i=841, err2=1.28491e+08, errA = 633.361
i=842, err2=1.46203e+08, errA = 632.61
i=843, err2=6.81681e+07, errA = 632.166
i=844, err2=9.5339e+07, errA = 629.656
i=845, err2=2.83804e+07, errA = 629.403
i=846, err2=8.2127e+07, errA = 628.474
i=847, err2=2.37349e+08, errA = 627.672
i=848, err2=2.93344e+08, errA = 624.514
i=849, err2=2.36201e+08, errA = 622.564
i=850, err2=6.38514e+07, errA = 621.86
i=851, err2=7.02409e+06, errA = 621.607
i=852, err2=2.24539e+08, errA = 621.112
i=853, err2=6.76704e+07, errA = 620.079
i=854, err2=1.00649e+08, errA = 619.719
i=855, err2=1.21371e+08, errA = 619.149
i=856, err2=1.09306e+08, errA = 618.529
i=857, err2=2.93807e+07, errA = 618.164
i=858, err2=9.10107e+06, errA = 618.088
i=859, err2=5.89967e+07, errA = 617.624
i=860, err2=2.00995e+08, errA = 616.55
i=861, err2=1.27907e+08, errA = 613.254
i=862, err2=2.05906e+08, errA = 611.353
i=863, err2=2.56578e+08, errA = 610.62
i=864, err2=2.58436e+08, errA = 607.492
i=865, err2=1.59758e+08, errA = 606.677
i=866, err2=1.51502e+08, errA = 605.801
i=867, err2=4.60668e+07, errA = 604.945
i=868, err2=1.19626e+08, errA = 603.934
i=869, err2=1.32454e+08, errA = 603.318
i=870, err2=1.18763e+08, errA = 602.869
i=871, err2=3.64918e+08, errA = 599.44
i=872, err2=2.12303e+08, errA = 598.003
i=873, err2=7.38532e+08, errA = 593.868
i=874, err2=7.33922e+07, errA = 591.621
i=875, err2=4.33358e+07, errA = 591.254
i=876, err2=2.97788e+08, errA = 590.095
i=877, err2=5.48333e+08, errA = 586.332
i=878, err2=2.69057e+08, errA = 584.336
i=879, err2=1.70279e+08, errA = 581.329
i=880, err2=6.67554e+07, errA = 580.988
i=881, err2=3.46837e+08, errA = 579.454
i=882, err2=1.46929e+08, errA = 578.257
i=883, err2=2.16857e+08, errA = 577.545
i=884, err2=2.76909e+08, errA = 575.44
i=885, err2=2.0706e+07, errA = 574.491
i=886, err2=7.5151e+07, errA = 574.061
i=887, err2=8.65452e+07, errA = 573.72
i=888, err2=9.09897e+07, errA = 572.707
i=889, err2=4.94732e+07, errA = 571.884
i=890, err2=1.16559e+08, errA = 571.542
i=891, err2=1.42904e+08, errA = 570.787
i=892, err2=3.45254e+07, errA = 570.367
i=893, err2=3.24149e+07, errA = 570.088
i=894, err2=1.33962e+08, errA = 569.665
i=895, err2=9.88118e+07, errA = 568.899
i=896, err2=2.4592e+07, errA = 568.408
i=897, err2=1.4627e+08, errA = 567.946
i=898, err2=1.55432e+07, errA = 567.562
i=899, err2=2.25701e+07, errA = 567.485
i=900, err2=8.57442e+07, errA = 567.232
i=901, err2=2.2986e+08, errA = 566.393
i=902, err2=2.48108e+08, errA = 562.27
i=903, err2=1.38007e+07, errA = 559.05
i=904, err2=4.25005e+07, errA = 558.769
i=905, err2=2.37284e+08, errA = 558.119
i=906, err2=5.61084e+07, errA = 557.379
i=907, err2=1.5478e+07, errA = 557.089
i=908, err2=4.57216e+07, errA = 556.913
i=909, err2=1.73199e+07, errA = 556.775
i=910, err2=2.55847e+07, errA = 556.518
i=911, err2=2.27474e+07, errA = 556.421
i=912, err2=3.68546e+07, errA = 555.758
i=913, err2=1.00711e+08, errA = 555.375
i=914, err2=2.20075e+08, errA = 553.583
i=915, err2=6.05592e+07, errA = 552.917
i=916, err2=3.10851e+07, errA = 552.752
i=917, err2=2.81573e+07, errA = 552.554
i=918, err2=3.74159e+07, errA = 552.359
i=919, err2=1.04467e+08, errA = 551.85
i=920, err2=6.75791e+07, errA = 551.215
i=921, err2=1.42396e+08, errA = 550.677
i=922, err2=4.2898e+07, errA = 550.026
i=923, err2=3.10673e+08, errA = 549.261
i=924, err2=3.47179e+08, errA = 547.722
i=925, err2=3.51087e+08, errA = 544.787
i=926, err2=7.83774e+07, errA = 543.872
i=927, err2=2.01174e+08, errA = 541.737
i=928, err2=1.94718e+08, errA = 539.846
i=929, err2=4.27416e+07, errA = 538.648
i=930, err2=1.79385e+07, errA = 538.531
i=931, err2=4.38803e+07, errA = 538.387
i=932, err2=2.1219e+08, errA = 537.525
i=933, err2=1.62918e+08, errA = 536.709
i=934, err2=2.98953e+08, errA = 535.687
i=935, err2=1.93349e+08, errA = 533.933
i=936, err2=1.51414e+08, errA = 533.238
i=937, err2=2.0185e+07, errA = 532.298
i=938, err2=5.31342e+07, errA = 532.065
i=939, err2=8.71015e+07, errA = 531.489
i=940, err2=4.21319e+07, errA = 531.25
i=941, err2=3.55115e+07, errA = 530.892
i=942, err2=3.84751e+07, errA = 530.548
i=943, err2=5.2026e+07, errA = 530.267
i=944, err2=7.21963e+07, errA = 529.729
i=945, err2=1.81454e+08, errA = 529.299
i=946, err2=3.84198e+07, errA = 528.155
i=947, err2=3.76054e+07, errA = 526.756
i=948, err2=1.97899e+08, errA = 525.44
i=949, err2=2.79852e+07, errA = 524.932
i=950, err2=8.60213e+07, errA = 524.711
i=951, err2=2.9263e+07, errA = 524.364
i=952, err2=6.61636e+07, errA = 523.943
i=953, err2=2.13757e+08, errA = 520.8
i=954, err2=2.83403e+07, errA = 520.273
i=955, err2=3.53748e+07, errA = 520.006
i=956, err2=3.8683e+07, errA = 519.848
i=957, err2=1.28142e+08, errA = 519.403
i=958, err2=8.53806e+08, errA = 517.329
i=959, err2=1.21882e+07, errA = 514.411
i=960, err2=2.88024e+07, errA = 514.259
i=961, err2=2.47628e+07, errA = 514.12
i=962, err2=2.38319e+07, errA = 513.984
i=963, err2=3.3873e+07, errA = 513.851
i=964, err2=9.6934e+07, errA = 513.476
i=965, err2=7.59381e+07, errA = 512.945
i=966, err2=2.91997e+07, errA = 512.619
i=967, err2=2.29035e+07, errA = 512.523
i=968, err2=3.98537e+07, errA = 512.119
i=969, err2=6.92794e+07, errA = 511.803
i=970, err2=1.36124e+08, errA = 511.108
i=971, err2=1.03877e+07, errA = 510.768
i=972, err2=1.63696e+07, errA = 510.728
i=973, err2=6.17852e+07, errA = 510.126
i=974, err2=8.16273e+07, errA = 509.623
i=975, err2=8.35927e+07, errA = 509.11
i=976, err2=1.50527e+08, errA = 506.946
i=977, err2=7.50621e+07, errA = 506.112
i=978, err2=1.02697e+08, errA = 505.811
i=979, err2=8.28573e+07, errA = 505.23
i=980, err2=3.73251e+08, errA = 503.023
i=981, err2=4.50001e+08, errA = 499.944
i=982, err2=3.47946e+07, errA = 497.483
i=983, err2=1.32515e+08, errA = 496.85
i=984, err2=9.84158e+07, errA = 496.165
i=985, err2=2.76696e+07, errA = 495.949
i=986, err2=9.70828e+07, errA = 495.319
i=987, err2=5.45048e+07, errA = 494.963
i=988, err2=6.24385e+07, errA = 494.338
i=989, err2=1.82266e+07, errA = 493.991
i=990, err2=5.22706e+07, errA = 493.84
i=991, err2=1.00045e+08, errA = 493.49
i=992, err2=5.46091e+07, errA = 492.563
i=993, err2=1.33618e+07, errA = 492.3
i=994, err2=6.58912e+07, errA = 492.147
i=995, err2=1.05611e+08, errA = 491.549
i=996, err2=1.00763e+08, errA = 491.154
i=997, err2=9.3416e+07, errA = 490.002
i=998, err2=1.25905e+07, errA = 489.798
i=999, err2=1.21464e+07, errA = 489.583
i=1000, err2=1.01662e+07, errA = 489.471
i=1001, err2=2.26731e+07, errA = 489.385
i=1002, err2=1.4722e+07, errA = 489.284
i=1003, err2=3.27977e+07, errA = 489.068
i=1004, err2=1.07294e+07, errA = 488.996
i=1005, err2=1.34715e+08, errA = 488.648
i=1006, err2=5.48114e+07, errA = 488.054
i=1007, err2=1.06483e+08, errA = 487.438
i=1008, err2=4.3681e+07, errA = 487.091
i=1009, err2=1.72907e+07, errA = 486.144
i=1010, err2=5.203e+07, errA = 485.974
i=1011, err2=1.1136e+08, errA = 485.321
i=1012, err2=2.44764e+08, errA = 484.721
i=1013, err2=1.00682e+08, errA = 483.168
i=1014, err2=2.05756e+08, errA = 481.965
i=1015, err2=3.14503e+08, errA = 480.072
i=1016, err2=5.15945e+07, errA = 478.284
i=1017, err2=1.05348e+08, errA = 477.701
i=1018, err2=1.13864e+08, errA = 477.204
i=1019, err2=1.30823e+08, errA = 476.646
i=1020, err2=1.80267e+08, errA = 474.798
i=1021, err2=3.10118e+08, errA = 473.522
i=1022, err2=3.16924e+08, errA = 472.187
i=1023, err2=7.24713e+07, errA = 470.772
i=1024, err2=2.63279e+07, errA = 470.517
i=1025, err2=1.78669e+08, errA = 469.7
i=1026, err2=4.02217e+07, errA = 469.025
i=1027, err2=9.43358e+06, errA = 468.865
i=1028, err2=1.36255e+07, errA = 468.728
i=1029, err2=8.17273e+07, errA = 468.58
i=1030, err2=3.70259e+07, errA = 467.902
i=1031, err2=6.28834e+07, errA = 467.35
i=1032, err2=8.92711e+06, errA = 467.182
i=1033, err2=1.00861e+08, errA = 466.975
i=1034, err2=8.13003e+07, errA = 465.545
i=1035, err2=1.74225e+07, errA = 465.239
i=1036, err2=3.37965e+07, errA = 465.103
i=1037, err2=1.19503e+07, errA = 464.993
i=1038, err2=1.22052e+07, errA = 464.936
i=1039, err2=1.46876e+07, errA = 464.88
i=1040, err2=1.03329e+07, errA = 464.779
i=1041, err2=1.31985e+07, errA = 464.713
i=1042, err2=9.36777e+06, errA = 464.662
i=1043, err2=6.77228e+07, errA = 463.823
i=1044, err2=5.41127e+07, errA = 463.403
i=1045, err2=5.5683e+07, errA = 462.914
i=1046, err2=5.01914e+07, errA = 462.711
i=1047, err2=2.36465e+08, errA = 461.855
i=1048, err2=4.93733e+07, errA = 461.169
i=1049, err2=1.86939e+07, errA = 460.906
i=1050, err2=3.03093e+07, errA = 460.832
i=1051, err2=1.7109e+08, errA = 459.901
i=1052, err2=7.49824e+07, errA = 458.186
i=1053, err2=8.9366e+07, errA = 457.364
i=1054, err2=4.91896e+07, errA = 456.948
i=1055, err2=1.7083e+07, errA = 456.659
i=1056, err2=1.05756e+08, errA = 456.49
i=1057, err2=2.89215e+08, errA = 453.094
i=1058, err2=8.25125e+07, errA = 451.113
i=1059, err2=7.2352e+07, errA = 450.553
i=1060, err2=1.33687e+07, errA = 450.265
i=1061, err2=2.41962e+07, errA = 450.177
i=1062, err2=5.64875e+07, errA = 449.916
i=1063, err2=7.24876e+07, errA = 449.026
i=1064, err2=1.85071e+07, errA = 448.892
i=1065, err2=5.6395e+07, errA = 448.634
i=1066, err2=1.36965e+07, errA = 448.36
i=1067, err2=1.94295e+08, errA = 447.66
i=1068, err2=4.15951e+07, errA = 447.057
i=1069, err2=1.70728e+08, errA = 446.425
i=1070, err2=1.08307e+08, errA = 445.604
i=1071, err2=2.61347e+08, errA = 444.721
i=1072, err2=1.95519e+08, errA = 443.1
i=1073, err2=8.82526e+07, errA = 442.499
i=1074, err2=1.18878e+08, errA = 442.062
i=1075, err2=2.75915e+07, errA = 441.364
i=1076, err2=1.33063e+08, errA = 440.961
i=1077, err2=1.3335e+08, errA = 440.361
i=1078, err2=1.83772e+08, errA = 438.784
i=1079, err2=1.78322e+08, errA = 434.697
i=1080, err2=5.63281e+07, errA = 434.147
i=1081, err2=1.42399e+07, errA = 433.979
i=1082, err2=9.16549e+07, errA = 433.618
i=1083, err2=8.79064e+07, errA = 433.306
i=1084, err2=2.48294e+07, errA = 432.223
i=1085, err2=3.43127e+07, errA = 432.089
i=1086, err2=5.76614e+07, errA = 431.788
i=1087, err2=1.50419e+07, errA = 431.4
i=1088, err2=1.08157e+07, errA = 431.174
i=1089, err2=3.40111e+07, errA = 431.072
i=1090, err2=5.98838e+07, errA = 430.879
i=1091, err2=3.65887e+07, errA = 430.545
i=1092, err2=8.53863e+07, errA = 429.576
i=1093, err2=1.98955e+08, errA = 428.743
i=1094, err2=2.2911e+07, errA = 427.451
i=1095, err2=1.4713e+07, errA = 427.328
i=1096, err2=1.98829e+07, errA = 427.245
i=1097, err2=6.28397e+06, errA = 427.186
i=1098, err2=1.45573e+07, errA = 427.126
i=1099, err2=8.97165e+06, errA = 427.055
i=1100, err2=2.81365e+07, errA = 426.952
i=1101, err2=6.63299e+07, errA = 426.7
i=1102, err2=2.77779e+07, errA = 426.455
i=1103, err2=2.35008e+07, errA = 426.172
i=1104, err2=8.47816e+06, errA = 426.109
i=1105, err2=3.23198e+07, errA = 426.032
i=1106, err2=5.94234e+07, errA = 424.156
i=1107, err2=7.27814e+07, errA = 423.878
i=1108, err2=4.82695e+07, errA = 423.505
i=1109, err2=1.60763e+08, errA = 423.161
i=1110, err2=5.47512e+08, errA = 420.798
i=1111, err2=2.67678e+08, errA = 418.4
i=1112, err2=4.87147e+07, errA = 417.267
i=1113, err2=1.72813e+07, errA = 416.971
i=1114, err2=3.04265e+07, errA = 416.792
i=1115, err2=1.7912e+07, errA = 416.621
i=1116, err2=2.85949e+07, errA = 416.461
i=1117, err2=2.44983e+07, errA = 416.376
i=1118, err2=8.47059e+07, errA = 415.879
i=1119, err2=9.3125e+07, errA = 414.607
i=1120, err2=1.67781e+07, errA = 414.404
i=1121, err2=1.18574e+07, errA = 414.034
i=1122, err2=5.08105e+06, errA = 413.956
i=1123, err2=4.01255e+07, errA = 413.867
i=1124, err2=1.14352e+08, errA = 413.515
i=1125, err2=4.28415e+07, errA = 412.817
i=1126, err2=2.1071e+08, errA = 411.879
i=1127, err2=4.7784e+07, errA = 411.161
